,﻿origin,geocode_name,lat,lng,country,city,adm1,adm2
751,melitopol,"Melitopol', Zaporiz'ka oblast, Ukraine",46.833333,35.366667,Ukraine,Melitopol',Zaporiz'ka oblast,
752,m.Volnovaha,"Volnovakha, Donetsk Oblast, Ukraine",47.5951141,37.4831419,Ukraine,Volnovakha,Donetsk Oblast,Volnovas'kyi district
753,м.Жашків,"Zhashkiv, Cherkas'ka oblast, Ukraine",49.25,30.1,Ukraine,Zhashkiv,Cherkas'ka oblast,Zhashkivs'kyi district
754,Харків.,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
755,Бердянск ,"Berdyans'k, Zaporiz'ka oblast, Ukraine",46.759722,36.784444,Ukraine,Berdyans'k,Zaporiz'ka oblast,
756,"м. Бровари, Київська обл.","Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
757,"Стрий, Львівська область","Stryi, Lviv Oblast, Ukraine",49.25,23.85,Ukraine,Stryi,Lviv Oblast,
758,T. Skole,"Skole, Lviv Oblast, Ukraine",49.0352,23.5059,Ukraine,,Lviv Oblast,Skolivs'kyi district
759,Дніпропетроськ,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
760,"Миколаївська область, м. Новий Буг","Novyi Buh, Mykolaivs'ka oblast, Ukraine",47.683333000000005,32.5,Ukraine,Novyi Buh,Mykolaivs'ka oblast,Novobuz'kyi district
761,"Місто Кременчук, Полтаської області.","Kremenchuk, Poltavs'ka oblast, Ukraine",49.065783,33.410033,Ukraine,Kremenchuk,Poltavs'ka oblast,
762,"м. Буча, Київська обл.","Bucha, Kyivs'ka oblast, Ukraine",50.4468014,30.075619699999997,Ukraine,Bucha,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
763,Сміла,"Smila, Cherkas'ka oblast, Ukraine",49.227717,31.852233000000002,Ukraine,Smila,Cherkas'ka oblast,
764,Гостомель,"Hostomel', Kyivs'ka oblast, Ukraine",50.569167,30.265278000000002,Ukraine,Hostomel',Kyivs'ka oblast,
765,Nikopol,"Nikopol', Dnipropetrovsk Oblast, Ukraine",47.56746,34.394815,Ukraine,Nikopol',Dnipropetrovsk Oblast,
766,"Миколаїв, Миколаївська область, Україна","Mykolaiv, Mykolaivs'ka oblast, Ukraine",46.975033,31.994583000000002,Ukraine,Mykolaiv,Mykolaivs'ka oblast,
767,Донецк ,"Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
768,Полонне,"Polonne, Khmel'nyts'ka oblast, Ukraine",50.116667,27.516666999999998,Ukraine,Polonne,Khmel'nyts'ka oblast,Polons'kyi district
769,г. Одесса,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
770,Ярмолинці,"Yarmolyntsi, Khmel'nyts'ka oblast, Ukraine",49.1925,26.839722,Ukraine,Yarmolyntsi,Khmel'nyts'ka oblast,Yarmolynets'kyi district
771,Kovel',"Kovel', Volyns'ka oblast, Ukraine",51.216667,24.716667,Ukraine,Kovel',Volyns'ka oblast,
772,місто Буча,"Bucha, Kyivs'ka oblast, Ukraine",50.4468014,30.075619699999997,Ukraine,Bucha,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
773,"хмельницька обл., м. Кам'янець - Подільський.","Kam'yanets'-Podil's'kyi, Khmel'nyts'ka oblast, Ukraine",48.683333000000005,26.583333000000003,Ukraine,Kam'yanets'-Podil's'kyi,Khmel'nyts'ka oblast,
774,Lleida,"Lleida, Lleida, Spain",41.6175899,0.6200146,Spain,Lleida,Catalonia,Lleida
775,"м. Новий Розділ, Львівська обл.","Novyi Rozdil, Lviv Oblast, Ukraine",49.471944,24.133333,Ukraine,Novyi Rozdil,Lviv Oblast,
776,м.Малин,"Malyn, Zhytomyrs'ka oblast, Ukraine",50.76888899999999,29.27,Ukraine,Malyn,Zhytomyrs'ka oblast,
777,м.Краматорськ,"Kramatorsk, Donetsk Oblast, Ukraine",48.738966999999995,37.58435,Ukraine,Kramatorsk,Donetsk Oblast,
778,"місто Вознесенськ
Миколаївська область","Voznesens'k, Mykolaivs'ka oblast, Ukraine",47.5605,31.336116999999998,Ukraine,Voznesens'k,Mykolaivs'ka oblast,
779,Kharkiv/Poltava,"Poltava, Kharkiv Oblast, Ukraine",49.555848100000006,37.2575485,Ukraine,Poltava,Kharkiv Oblast,Shevchenkivs'kyi district
780,MUKACHEVO,"Mukacheve, Zakarpats'ka oblast, Ukraine",48.45,22.75,Ukraine,Mukacheve,Zakarpats'ka oblast,
781,Uzhgorod,"Uzhhorod, Zakarpats'ka oblast, Ukraine",48.6208,22.287882999999997,Ukraine,Uzhhorod,Zakarpats'ka oblast,
782,Свалява,"Svalyava, Zakarpats'ka oblast, Ukraine",48.547222,22.986110999999998,Ukraine,Svalyava,Zakarpats'ka oblast,Svalyavs'kyi district
783,"Kyiv, Ukraine / London, ON, Canada","London, ON, Canada",42.9869502,-81.243177,Canada,London,Ontario,Middlesex County
784,Milicz ,"Milicz, Poland",51.527595700000006,17.2712122,Poland,Milicz,Lower Silesian Voivodeship,Milicz County
785,Копенгаген,"Copenhagen, Denmark",55.676096799999996,12.568337099999999,Denmark,Copenhagen,Capital Region of Denmark,København
786,odessa,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
787,Г. Полтава,"Poltava, Poltavs'ka oblast, Ukraine",49.58826699999999,34.551417,Ukraine,Poltava,Poltavs'ka oblast,
788,"м.Горлівка, Донецька область","Horlivka, Donetsk Oblast, Ukraine",48.3071,38.029633000000004,Ukraine,Horlivka,Donetsk Oblast,
789,Кировоград,"Kirovohrad, Kirovohrads'ka oblast, Ukraine",48.50793300000001,32.262316999999996,Ukraine,Kirovohrad,Kirovohrads'ka oblast,
790,"Shanghai, China","Shanghai, Shanghai, China",31.230415999999998,121.473701,China,Shanghai,Shanghai,
791,Джанкой,Dzhankoi,45.7089869,34.3874785,,Dzhankoi,Crimea,
792,"м.Надвірна,Івано-Франківська обл.","Nadvirna, Ivano-Frankivs'ka oblast, Ukraine",48.633333,24.583333,Ukraine,Nadvirna,Ivano-Frankivs'ka oblast,Nadvornyans'kyi district
793,"Кам""янка-Бузька","Kam'yanka-Buz'ka, Lviv Oblast, Ukraine",50.09999999999999,24.35,Ukraine,Kam'yanka-Buz'ka,Lviv Oblast,Kam'yanka-Buz'kyi district
794,"c. Оброшино, Львівська обл., Пустомитівський р-н","Obroshyne, Lviv Oblast, Ukraine",49.785278000000005,23.868610999999998,Ukraine,Obroshyne,Lviv Oblast,Pustomytivs'kyi district
795,"село Гатне, Києво-Святошинський район","Hatne, Kyivs'ka oblast, Ukraine",50.354167,30.375,Ukraine,Hatne,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
796,"Opole, Poland","Opole, Poland",50.6751067,17.921297600000003,Poland,Opole,Opole Voivodeship,Opole County
797,Місто Львів,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
798,"Ottawa, ON, Canada","Ottawa, ON, Canada",45.42152960000001,-75.69719309999998,Canada,Ottawa,Ontario,Ottawa Division
799,Синельникове,"Synel'nykove, Dnipropetrovsk Oblast, Ukraine",48.3167,35.5167,Ukraine,Synel'nykove,Dnipropetrovsk Oblast,
800,"Калуш, Івано-Франківської обл","Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
801,"Місто Золочів, Львівська область","Zolochiv, Lviv Oblast, Ukraine",49.80941,24.901370999999997,Ukraine,Zolochiv,Lviv Oblast,Zolochivs'kyi district
802,Luck,"Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
803,Tallin,"Tallinn, Estonia",59.43696079999999,24.7535746,Estonia,Tallinn,Harju County,Tallinna linn
804,"Міжгір'я, Закарпаття","Міжгірський РС ДМС України, вулиця Воз’єднання, 1, Mizhhir'ya, Zakarpats'ka oblast, Ukraine, 90001",48.5217508,23.503452600000003,Ukraine,Mizhhir'ya,Zakarpats'ka oblast,Mizhhirs'kyi district
805,село Хотів,"Khotiv, Kyivs'ka oblast, Ukraine",50.333333,30.46666699999999,Ukraine,Khotiv,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
806,  Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
807,Кривий Рiг,"Krivoy Rog sort. station, Dnipropetrovsk Oblast, Ukraine",47.964073,33.526917,Ukraine,,Dnipropetrovsk Oblast,Kryvoriz'kyi district
808,Донецьк.,"Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
809,"Ukraine, Odesa","Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
810,Сквира,"Skvyra, Kyivs'ka oblast, Ukraine",49.7328752,29.6642904,Ukraine,Skvyra,Kyivs'ka oblast,Skvyrs'kyi district
811,"м.Вишгород, Київська обл.","Vyshhorod, Kyivs'ka oblast, Ukraine",50.5904776,30.4831982,Ukraine,Vyshhorod,Kyivs'ka oblast,Vyshhorods'kyi district
812,"Світловодськ, Кіровоградська область.","Svitlovods'k, Kirovohrads'ka oblast, Ukraine",49.050278000000006,33.241944000000004,Ukraine,Svitlovods'k,Kirovohrads'ka oblast,
813,"Троицкое,Луганская область.","Troits'ke, Luhans'ka oblast, Ukraine",49.904333,38.308003,Ukraine,Troits'ke,Luhans'ka oblast,Troits'kyi district
814,м. Славута,"Slavuta, Khmel'nyts'ka oblast, Ukraine",50.302778,26.868333000000003,Ukraine,Slavuta,Khmel'nyts'ka oblast,
815,"м. Нетішин, Хмельнтцька обл., Україна","Netishyn, Khmel'nyts'ka oblast, Ukraine",50.33397309999999,26.650084399999997,Ukraine,Netishyn,Khmel'nyts'ka oblast,
816,г.Артемовск,"Artemivs'k, Donetsk Oblast, Ukraine",48.5986674,37.9980367,Ukraine,Artemivs'k,Donetsk Oblast,
817, Вінниця,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
818,м.КИЇВ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
819,Кіровоград ,"Kirovohrad, Kirovohrads'ka oblast, Ukraine",48.50793300000001,32.262316999999996,Ukraine,Kirovohrad,Kirovohrads'ka oblast,
820,"Суми
","Sumy, Sums'ka oblast, Ukraine",50.9077,34.7981,Ukraine,Sumy,Sums'ka oblast,Sums'kyi district
821,Warsaw,"Warsaw, Poland",52.2296756,21.012228699999998,Poland,Warsaw,Masovian Voivodeship,Warszawa
822,м.  Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
823,kuiv,"Kuiv, 11614 Tallinn, Estonia",59.388861,24.688905899999998,Estonia,Tallinn,Harju County,Tallinna linn
824,"Мюнхен, Німеччина","Munich, Germany",48.1351253,11.5819806,Germany,Munich,Bavaria,Upper Bavaria
825,"Україна, Донецька обл., м.Красний Лиман","Krasnyi Lyman, Donetsk Oblast, Ukraine",48.9897585,37.8049964,Ukraine,Krasnyi Lyman,Donetsk Oblast,
826,"м.Калуш, Івано-Франківська обл","Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
827,ODESSA,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
828,"м. Острог, Рівненська обл.","Ostroh, Rivnens'ka oblast, Ukraine",50.333333,26.516666999999998,Ukraine,Ostroh,Rivnens'ka oblast,
829,Місто-герой Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
830,місто Дрогобич,"Drohobych, Lviv Oblast, Ukraine",49.358011600000005,23.5123193,Ukraine,Drohobych,Lviv Oblast,
831,Комсомольськ,"Komsomol's'k, Poltavs'ka oblast, Ukraine",49.0156679,33.6450451,Ukraine,Komsomol's'k,Poltavs'ka oblast,Kremenchuts'kyi district
832,1,"1, Hong Kong",22.321702,114.17798700000002,Hong Kong,,,
833,Kyiv city,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
834,"Київська обл., с.Шпитьки","Shpyt'ky, Kyivs'ka oblast, Ukraine",50.4175,30.127778000000003,Ukraine,Shpyt'ky,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
835,"Львівська область, місто Броди","Brody, Lviv Oblast, Ukraine",50.083141,25.15,Ukraine,Brody,Lviv Oblast,Brodivs'kyi district
836,с.Дроздовичі,"Drozdovychi, Lviv Oblast, Ukraine",49.6775058,22.901799899999997,Ukraine,Drozdovychi,Lviv Oblast,Starosambirs'kyi district
837,"Україна, м. Київ","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
838,"м. Южне, Одеська обл.","Yuzhne, Odessa Oblast, Ukraine",46.624021299999995,31.1000648,Ukraine,Yuzhne,Odessa Oblast,
839,Стаханов,"Stakhanov, Luhans'ka oblast, Ukraine",48.566666999999995,38.65,Ukraine,Stakhanov,Luhans'ka oblast,
840,"Nikopol,Dnipropetrovska obl","Nikopol', Dnipropetrovsk Oblast, Ukraine",47.56746,34.394815,Ukraine,Nikopol',Dnipropetrovsk Oblast,
841,Кривой Ріг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
842,Виноградів,"Vynohradiv, Zakarpats'ka oblast, Ukraine",48.149722,23.025,Ukraine,Vynohradiv,Zakarpats'ka oblast,Vynohradivs'kyi district
843,02099 Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
844,"Wrocław, Львів","Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
845,"м. Київ
м. Червоноград (Львівська область)","Chervonohrad, Lviv Oblast, Ukraine",50.39,24.23,Ukraine,Chervonohrad,Lviv Oblast,
846,"Київ

","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
847,Poznan,"Poznan, Poland",52.406374,16.9251681,Poland,Poznan,Greater Poland Voivodeship,Poznań County
848,М.Дніпропетровськ,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
849,Лубни,"Lubny, Poltavs'ka oblast, Ukraine",50.016667,33.0,Ukraine,Lubny,Poltavs'ka oblast,
850,"Іллічівськ, Одеська область","Illichivs'k, Odessa Oblast, Ukraine",46.2952236,30.648085499999997,Ukraine,Illichivs'k,Odessa Oblast,
851, Одеса,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
852,г. Донецк,"Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
853,"г.Днепропетровск, Украина","Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
854,Petah Tikva ,"Petah Tikva, Israel",32.084041,34.887762,Israel,Petah Tikva,,
855,"Montréal, Canada","Montreal, QC, Canada",45.508669899999994,-73.55399249999998,Canada,Montreal,Quebec,Montreal
856,м. Ржищів,"Rzhyshchiv, Kyivs'ka oblast, Ukraine",49.961110999999995,31.043611,Ukraine,Rzhyshchiv,Kyivs'ka oblast,
857,Toronto ,"Toronto, ON, Canada",43.653226000000004,-79.3831843,Canada,Toronto,Ontario,Toronto Division
858,місто Острог,"Ostroh, Rivnens'ka oblast, Ukraine",50.333333,26.516666999999998,Ukraine,Ostroh,Rivnens'ka oblast,
859,Варва ,"Varva, Chernihivs'ka oblast, Ukraine",50.495,32.723611,Ukraine,Varva,Chernihivs'ka oblast,Varvyns'kyi district
860,Zaporizhiya,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
861,г. Бровары,"Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
862,м. Рiвне,"Rivna street, Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.4735685,34.854202799999996,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
863,м.Буча,"Bucha, Kyivs'ka oblast, Ukraine",50.4468014,30.075619699999997,Ukraine,Bucha,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
864,Vancouver,"Vancouver, BC, Canada",49.261226,-123.11392679999999,Canada,Vancouver,British Columbia,Greater Vancouver
865,"Мукачево, Закарпатськой области","Mukacheve, Zakarpats'ka oblast, Ukraine",48.45,22.75,Ukraine,Mukacheve,Zakarpats'ka oblast,
866,"Oświęcim, Poland","Oswiecim, Poland",50.0343982,19.209778200000002,Poland,Oswiecim,Lesser Poland Voivodeship,Oświęcim County
867, Львів,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
868,Івано-Франкцвськ,"Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine",48.922633000000005,24.711117,Ukraine,Ivano-Frankivsk,Ivano-Frankivs'ka oblast,
869,Пнів,"Pniv, Ivano-Frankivs'ka oblast, Ukraine",48.610556,24.528889000000003,Ukraine,Pniv,Ivano-Frankivs'ka oblast,Nadvornyans'kyi district
870,"смт. Гірник, Львівська область","Hirnyk, Lviv Oblast, Ukraine",50.330730700000004,24.190216500000002,Ukraine,Hirnyk,Lviv Oblast,
871,Stambul,"İstanbul, Turkey",41.00527,28.97696,Turkey,İstanbul,,
872,"вул. Робітнича №78, с.Мостище, Калуський район, Івано-Франківська обл.","Mostyshche, Ivano-Frankivs'ka oblast, Ukraine",49.07027799999999,24.3425,Ukraine,Mostyshche,Ivano-Frankivs'ka oblast,Kalus'kyi district
873,"Київська обл., Київо-Святошинський р-н., с.Чайки","Chaiky, Kyivs'ka oblast, Ukraine",50.4401629,30.2879474,Ukraine,Chaiky,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
874,село Нижній Вербіж,"Nyzhnii Verbizh, Ivano-Frankivs'ka oblast, Ukraine",48.5102309,25.0136635,Ukraine,Nyzhnii Verbizh,Ivano-Frankivs'ka oblast,Kolomyis'kyi district
875, м.Чернівці,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
876,"Ireland,Co.Meath,Navan.","Navan, Co. Meath, Ireland",53.6530417,-6.6842304000000015,Ireland,Navan,Meath,Meath
877,"Калуш, Івано-Франківська область","Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
878,місто Васильків,"Vasyl'kiv, Kyivs'ka oblast, Ukraine",50.17833299999999,30.31583299999999,Ukraine,Vasyl'kiv,Kyivs'ka oblast,
879,м.Фастів,"Fastiv, Kyivs'ka oblast, Ukraine",50.083333,29.916666999999997,Ukraine,Fastiv,Kyivs'ka oblast,
880,"г. Славянск, Донецкая область","Slovyansk, Donetsk Oblast, Ukraine",48.8532,37.6053,Ukraine,Slovyansk,Donetsk Oblast,Slov'yans'kyi district
881,"Брно, Чехія","Brno, Czech Republic",49.1950602,16.6068371,Czech Republic,Brno,South Moravian Region,Brno-City District
882,Павлоград,"Pavlohrad, Dnipropetrovsk Oblast, Ukraine",48.516667,35.866667,Ukraine,Pavlohrad,Dnipropetrovsk Oblast,
883,"Gainesville, Florida, USA","Gainesville, FL, USA",29.6516344,-82.32482619999998,United States,Gainesville,Florida,Alachua County
884,Tallinn,"Tallinn, Estonia",59.43696079999999,24.7535746,Estonia,Tallinn,Harju County,Tallinna linn
885,Pryluki,"Pryluky, Chernihivs'ka oblast, Ukraine",50.59999999999999,32.4,Ukraine,Pryluky,Chernihivs'ka oblast,
886,м. Конотоп,"Konotop, Sums'ka oblast, Ukraine",51.240943200000004,33.2050521,Ukraine,Konotop,Sums'ka oblast,
887,Chernihiv,"Chernihiv, Chernihivs'ka oblast, Ukraine",51.4982,31.28935,Ukraine,Chernihiv,Chernihivs'ka oblast,
888,Freiburg,"Freiburg, Germany",47.99900770000001,7.842104299999999,Germany,Freiburg,Baden-Württemberg,Freiburg
889,"смт.Кіровське Дніпропетровський район, Дніпропетровська область.","smt. Kirovske, Kirovs'ke, Dnipropetrovsk Oblast, Ukraine",48.550312,34.855568,Ukraine,Kirovs'ke,Dnipropetrovsk Oblast,Dnipropetrovs'kyi district
890,"м. Біла Церква, Київська обл.","Bila Tserkva, Kyivs'ka oblast, Ukraine",49.798889,30.115278000000004,Ukraine,Bila Tserkva,Kyivs'ka oblast,
891,місто Бориспіль,"Boryspil', Kyivs'ka oblast, Ukraine",50.3482,30.95615,Ukraine,Boryspil',Kyivs'ka oblast,
892,"Вінниця, Україна","Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
893,"Херсон, Україна","Kherson, Khersons'ka oblast, Ukraine",46.635417,32.616867,Ukraine,Kherson,Khersons'ka oblast,
894,Котовськ,"Kotovs'k, Odessa Oblast, Ukraine",47.75,29.533333000000002,Ukraine,Kotovs'k,Odessa Oblast,
895,"АР Крим, м. Севастополь",Sevastopol,44.61665,33.525366999999996,,Sevastopol,Sevastopol' city,Sevastopol' city
896,Кривий ріг- киів,"Hotel ""Kyiv"", Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.942796,33.418974,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
897,Энергодар,"Enerhodar, Zaporiz'ka oblast, Ukraine",47.50150670000001,34.6341859,Ukraine,Enerhodar,Zaporiz'ka oblast,
898,Лондон,"London, UK",51.5073509,-0.12775830000000002,United Kingdom,London,,
899,м.Біла Церква,"Bila Tserkva, Kyivs'ka oblast, Ukraine",49.798889,30.115278000000004,Ukraine,Bila Tserkva,Kyivs'ka oblast,
900,місто Чернівці,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
901,Mala Racha,"Mala Racha, Zhytomyrs'ka oblast, Ukraine",50.546110999999996,29.280278000000003,Ukraine,Mala Racha,Zhytomyrs'ka oblast,Radomyshl's'kyi district
902,Іллічівськ Одеська обл.,"Illichivs'k, Odessa Oblast, Ukraine",46.2952236,30.648085499999997,Ukraine,Illichivs'k,Odessa Oblast,
903,г. Ладыжин Винницкая область Украина,"Ladyzhyn, Vinnyts'ka oblast, Ukraine",48.6838051,29.2476274,Ukraine,Ladyzhyn,Vinnyts'ka oblast,
904,Kyiv  Київ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
905,"Київська обл, с.Демидів. Але тимчасово проживаю в Алмати (Казахстан)","Demydiv, Kyivs'ka oblast, Ukraine",50.727222,30.327221999999995,Ukraine,Demydiv,Kyivs'ka oblast,Vyshhorods'kyi district
906,Берлін,"Berlin, Germany",52.52000659999999,13.404954,Germany,Berlin,Berlin,
907,м.Обухів,"Obukhiv, Kyivs'ka oblast, Ukraine",50.13,30.656667,Ukraine,Obukhiv,Kyivs'ka oblast,Obukhivs'kyi district
908,"Новоград-Волинський, Житомирська область","Novohrad-Volyns'kyi, Zhytomyrs'ka oblast, Ukraine",50.583333,27.633333,Ukraine,Novohrad-Volyns'kyi,Zhytomyrs'ka oblast,
909,М.Чернівці,"Chernivtsi, Chernivets'ka oblast, Ukraine",48.2920787,25.9358367,Ukraine,Chernivtsi,Chernivets'ka oblast,
910,"Чікаго, США","Chicago, IL, USA",41.8781136,-87.62979820000001,United States,Chicago,Illinois,Cook County
911,ЛЬВІВ ,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
912,"м. Шепетівка, Хмельницька область","Shepetivka, Khmel'nyts'ka oblast, Ukraine",50.183333000000005,27.066667,Ukraine,Shepetivka,Khmel'nyts'ka oblast,
913,"Краків, Польща.","Krakow, Poland",50.06465009999999,19.9449799,Poland,Krakow,Lesser Poland Voivodeship,Kraków County
914,Первомайськ,"Pervomais'k, Mykolaivs'ka oblast, Ukraine",48.05,30.84999999999999,Ukraine,Pervomais'k,Mykolaivs'ka oblast,Pervomais'ka district
915,"Одесса, Киев, Таллинн","Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
916,"Донецьк, зараз Харків","Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
917,Відень,"Vienna, Austria",48.208174299999996,16.3738189,Austria,Vienna,Vienna,
918,М.Дніпропетровськ ,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
919,"Кривий Ріг, Київ","Hotel ""Kyiv"", Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.942796,33.418974,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
920,м.  Житомир,"Zhytomyr, Zhytomyrs'ka oblast, Ukraine",50.25465,28.658666999999998,Ukraine,Zhytomyr,Zhytomyrs'ka oblast,
921,Жовті Води,"Zhovti Vody, Dnipropetrovsk Oblast, Ukraine",48.34999999999999,33.5,Ukraine,Zhovti Vody,Dnipropetrovsk Oblast,
922, м. Харків,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
923,Комсомольск.,"Komsomol's'k, Poltavs'ka oblast, Ukraine",49.0156679,33.6450451,Ukraine,Komsomol's'k,Poltavs'ka oblast,Kremenchuts'kyi district
924,м. Борислав Львівська обл.,"Boryslav, Lviv Oblast, Ukraine",49.289167,23.418889,Ukraine,Boryslav,Lviv Oblast,
925,Снятин,"Snyatyn, Ivano-Frankivs'ka oblast, Ukraine",48.45,25.566667000000002,Ukraine,Snyatyn,Ivano-Frankivs'ka oblast,Snyatyns'kyi district
926,"м. Кременчук, Полтавська область","Kremenchuk, Poltavs'ka oblast, Ukraine",49.065783,33.410033,Ukraine,Kremenchuk,Poltavs'ka oblast,
927,пгт. Приморский,"Primorsky, Primorsky Krai, Russia, 692710",43.098611,131.591667,Russia,Primorsky,Primorsky Krai,Khasansky District
928,Новоград-Волинський,"Novohrad-Volyns'kyi, Zhytomyrs'ka oblast, Ukraine",50.583333,27.633333,Ukraine,Novohrad-Volyns'kyi,Zhytomyrs'ka oblast,
929,kharkiv,"Kharkiv, Kharkiv Oblast, Ukraine",49.9935,36.230383,Ukraine,Kharkiv,Kharkiv Oblast,
930,м.Дніпродзержинськ,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
931,Тростянець,"Trostyanets', Sums'ka oblast, Ukraine",50.466667,34.95,Ukraine,Trostyanets',Sums'ka oblast,Trostyanets'kyi district
